,chrom,start,end,name,score,strand,samplea_counts,samplea_total,sampleb_counts,sampleb_total,samplea_percents,sampleb_percents,samplea_fraction_modified,sampleb_fraction_modified,map_pvalue,effect_size,cohen_h,cohen_h_low,cohen_h_high,map_pval_less005,map_pval_log10,cg_unit_pair,cg_unit_pair_id,efsize-score,score-efsize,score_scaled,efsize-score_scaled,start_hg38,end_hg38,start_t2tv2,end_t2tv2,score_norm
149,chr1,206587005,206587006,.,649.4786953338735,-,m:795,830,m:11,453,m:95.78,m:2.43,0.9578313,0.024282562,0.0,0.94,2.415017203474527,2.300525696426289,2.529508710522765,True,10.0,CG_73,CG_73.-,-648.5386953338734,648.5386953338734,0.6677018711072013,0.2722981288927987,207321709,207321710,206587005,206587006,0.6677018711072013
150,chr1,206587012,206587013,.,36.96029294148138,+,m:155,1131,m:10,545,m:13.70,m:1.83,0.13704686,0.018348623,0.0040289015832487,0.12,0.4866956016862758,0.3844945077129389,0.5888966956596128,True,2.3948133305127257,CG_74,CG_74.+,-36.84029294148138,36.84029294148138,0.0383322162171187,0.0816677837828813,207321716,207321717,206587012,206587013,0.0383322162171187
151,chr1,206587013,206587014,.,13.44015643195462,-,m:36,762,m:1,463,m:4.72,m:0.22,0.047244094,0.0021598272,1.0,0.05,0.3452305922633339,0.22973958896304,0.4607215955636279,False,-4.342945178152237e-11,CG_74,CG_74.-,-13.390156431954619,13.390156431954619,0.014165007297107407,0.035834992702892594,207321717,207321718,206587013,206587014,0.014165007297107407
152,chr1,206587017,206587018,.,27.93958388186047,+,m:122,1088,m:9,543,m:11.21,m:1.66,0.112132356,0.016574586,0.0700955798571154,0.09,0.4247156088994144,0.3217337542295271,0.5276974635693017,False,1.1543093666375603,CG_75,CG_75.+,-27.84958388186047,27.84958388186047,0.02906333462018602,0.06093666537981397,207321721,207321722,206587017,206587018,0.02906333462018602
153,chr1,206587018,206587019,.,12.257123465112272,-,m:59,738,m:8,467,m:7.99,m:1.71,0.0799458,0.01713062,1.0,0.06,0.3107921092660842,0.1948996995052084,0.42668451902696,False,-4.342945178152237e-11,CG_75,CG_75.-,-12.197123465112272,12.197123465112272,0.012949427410597852,0.047050572589402144,207321722,207321723,206587018,206587019,0.012949427410597852
154,chr1,206587020,206587021,.,64.63712850709817,+,m:162,936,m:3,521,m:17.31,m:0.58,0.17307693,0.0057581575,0.0001227304799522,0.16,0.7062286361342213,0.5990961752732153,0.8133610969952272,True,3.9110472135580157,CG_76,CG_76.+,-64.47712850709817,64.47712850709817,0.06677048089675335,0.09322951910324666,207321724,207321725,206587020,206587021,0.06677048089675335
155,chr1,206587021,206587022,.,30.89555968985769,-,m:119,627,m:11,365,m:18.98,m:3.01,0.18979266,0.030136986,0.000410704502929,0.16,0.5525568381760443,0.4235170253434157,0.6815966510086728,True,3.3864704298089645,CG_76,CG_76.-,-30.73555968985769,30.73555968985769,0.032100633527249435,0.12789936647275058,207321725,207321726,206587021,206587022,0.032100633527249435
156,chr1,206587028,206587029,.,55.7618868587092,+,m:237,885,m:21,449,m:26.78,m:4.68,0.2677966,0.046770602,0.0001188825676181,0.22,0.6518567976449128,0.538295276830239,0.7654183184595865,True,3.924881458304039,CG_77,CG_77.+,-55.5418868587092,55.5418868587092,0.05765106872644883,0.16234893127355116,207321732,207321733,206587028,206587029,0.05765106872644883
157,chr1,206587029,206587030,.,24.310744891504783,-,m:57,738,m:1,466,m:7.72,m:0.21,0.07723577,0.0021459227,1.0,0.08,0.4705608126028692,0.3545922710992418,0.5865293541064966,False,-4.342945178152237e-11,CG_77,CG_77.-,-24.230744891504784,24.230744891504784,0.025334661107534993,0.05466533889246501,207321733,207321734,206587029,206587030,0.025334661107534993
158,chr1,206587031,206587032,.,63.04696935243464,+,m:207,1005,m:11,536,m:20.60,m:2.05,0.20597015,0.020522388,2.43493112644e-05,0.19,0.6546366351358825,0.549807021618781,0.7594662486529841,True,4.613511534971458,CG_78,CG_78.+,-62.85696935243464,62.85696935243464,0.06513657420189822,0.12486342579810178,207321735,207321736,206587031,206587032,0.06513657420189822
159,chr1,206587032,206587033,.,60.77793658202427,-,m:184,776,m:13,482,m:23.71,m:2.70,0.2371134,0.026970955,2.14349926732e-05,0.21,0.6872210925226829,0.5735541883243812,0.8008879967209847,True,4.668874634505932,CG_78,CG_78.-,-60.56793658202427,60.56793658202427,0.06280511711249535,0.14719488288750465,207321736,207321737,206587032,206587033,0.06280511711249535
160,chr1,206587034,206587035,.,265.561783662542,+,m:518,970,m:7,535,m:53.40,m:1.31,0.5340206,0.013084112,0.0,0.52,1.4096166989438714,1.3040678302309934,1.5151655676567497,True,10.0,CG_79,CG_79.+,-265.041783662542,265.041783662542,0.2732228591113106,0.2467771408886894,207321738,207321739,206587034,206587035,0.2732228591113106
161,chr1,206587035,206587036,.,400.2987449471839,-,m:549,733,m:6,496,m:74.90,m:1.21,0.7489768,0.012096774,0.0,0.74,1.8716172020176889,1.7576627736515702,1.985571630383808,True,10.0,CG_79,CG_79.-,-399.55874494718387,399.55874494718387,0.41166662585112074,0.32833337414887925,207321739,207321740,206587035,206587036,0.41166662585112074
162,chr1,206587036,206587037,.,612.5541435818645,+,m:897,1067,m:7,561,m:84.07,m:1.25,0.8406748,0.012477718,0.0,0.83,2.096526606207453,1.9943123080486895,2.198740904366216,True,10.0,CG_80,CG_80.+,-611.7241435818645,611.7241435818645,0.6297614724149097,0.2002385275850903,207321740,207321741,206587036,206587037,0.6297614724149097
163,chr1,206587037,206587038,.,552.1728259300944,-,m:742,868,m:6,503,m:85.48,m:1.19,0.8548387,0.01192843,0.0,0.84,2.1409653023425066,2.0311348016898854,2.250795802995128,True,10.0,CG_80,CG_80.-,-551.3328259300944,551.3328259300944,0.5677189788279855,0.27228102117201447,207321741,207321742,206587037,206587038,0.5677189788279855
164,chr1,206587052,206587053,.,624.0273718484887,+,m:1097,1150,m:33,440,m:95.39,m:7.50,0.95391303,0.075,0.0,0.87,2.1540558049250995,2.0441877604200345,2.263923849430165,True,10.0,CG_81,CG_81.+,-623.1573718484887,623.1573718484887,0.6415503455107003,0.22844965448929966,207321756,207321757,206587052,206587053,0.6415503455107003
165,chr1,206587053,206587054,.,773.9204719882828,-,m:879,898,m:5,475,m:97.88,m:1.05,0.97884184,0.010526316,0.0,0.97,2.644082613420112,2.5328842523047537,2.7552809745354705,True,10.0,CG_81,CG_81.-,-772.9504719882827,772.9504719882827,0.7955672180437018,0.1744327819562982,207321757,207321758,206587053,206587054,0.7955672180437018
166,chr1,206587055,206587056,.,887.3751432635099,+,m:1157,1176,m:8,496,m:98.38,m:1.61,0.98384356,0.016129032,0.0,0.96,2.631999108749649,2.527063779756684,2.736934437742613,True,10.0,CG_82,CG_82.+,-886.4151432635099,886.4151432635099,0.9121431887039498,0.04785681129605013,207321759,207321760,206587055,206587056,0.9121431887039498
167,chr1,206587056,206587057,.,802.6119157857415,-,m:890,907,m:6,498,m:98.13,m:1.20,0.9812569,0.012048192,0.0,0.97,2.6469474028777267,2.53763537823781,2.7562594275176435,True,10.0,CG_82,CG_82.-,-801.6419157857415,801.6419157857415,0.825048004270818,0.14495199572918194,207321760,207321761,206587056,206587057,0.825048004270818
168,chr1,206587057,206587058,.,972.8796051901736,+,m:1235,1256,m:8,551,m:98.33,m:1.45,0.98328024,0.014519056,0.0,0.97,2.64067962247451,2.5405283323424306,2.7408309126065897,True,10.0,CG_83,CG_83.+,-971.9096051901736,971.9096051901736,1.0,-0.030000000000000027,207321761,207321762,206587057,206587058,1.0
169,chr1,206587058,206587059,.,738.7323451993111,-,m:803,836,m:3,499,m:96.05,m:0.60,0.9605263,0.006012024,0.0,0.95,2.586340743916673,2.475465315141109,2.697216172692237,True,10.0,CG_83,CG_83.-,-737.7823451993111,737.7823451993111,0.7594110158350763,0.19058898416492365,207321762,207321763,206587058,206587059,0.7594110158350763
170,chr1,206587066,206587067,.,601.1217566725118,+,m:918,1057,m:7,498,m:86.85,m:1.41,0.86849576,0.014056225,0.0,0.86,2.161727817410597,2.055200467624879,2.268255167196315,True,10.0,CG_84,CG_84.+,-600.2617566725118,600.2617566725118,0.6180145642802217,0.24198543571977826,207321770,207321771,206587066,206587067,0.6180145642802217
171,chr1,206587067,206587068,.,518.0000578675445,-,m:675,799,m:0,452,m:84.48,m:0.00,0.844806,0.0,0.0,0.84,2.3317495064480416,2.2163951133016804,2.4471038995944028,True,10.0,CG_84,CG_84.-,-517.1600578675444,517.1600578675444,0.5326060693085947,0.3073939306914053,207321771,207321772,206587067,206587068,0.5326060693085947
172,chr1,206587069,206587070,.,549.9122195231002,+,m:810,956,m:11,518,m:84.73,m:2.12,0.8472803,0.021235522,0.0,0.83,2.0461156034228942,1.9391847564514215,2.153046450394367,True,10.0,CG_85,CG_85.+,-549.0822195231002,549.0822195231002,0.5653961799232421,0.26460382007675787,207321773,207321774,206587069,206587070,0.5653961799232421
173,chr1,206587070,206587071,.,658.9311558268078,-,m:762,834,m:1,501,m:91.37,m:0.20,0.91366905,0.001996008,0.0,0.91,2.4557652038963123,2.3449787055822915,2.566551702210333,True,10.0,CG_85,CG_85.-,-658.0211558268078,658.0211558268078,0.6774143822335021,0.2325856177664979,207321774,207321775,206587070,206587071,0.6774143822335021
174,chr1,206587071,206587072,.,613.7876816486746,+,m:930,1044,m:17,520,m:89.08,m:3.27,0.8908046,0.03269231,0.0,0.86,2.104417531801486,1.999217821410264,2.2096172421927083,True,10.0,CG_86,CG_86.+,-612.9276816486746,612.9276816486746,0.6310289468685256,0.22897105313147437,207321775,207321776,206587071,206587072,0.6310289468685256
175,chr1,206587072,206587073,.,571.1668057652187,-,m:656,739,m:3,491,m:88.77,m:0.61,0.8876861,0.0061099795,0.0,0.88,2.3016081589067694,2.1874944866525063,2.4157218311610325,True,10.0,CG_86,CG_86.-,-570.2868057652187,570.2868057652187,0.5872355100654636,0.2927644899345364,207321776,207321777,206587072,206587073,0.5872355100654636
176,chr1,206587073,206587074,.,843.3015760414883,+,m:1113,1163,m:8,538,m:95.70,m:1.49,0.95700777,0.014869888,0.0,0.95,2.479378052144499,2.377185498276712,2.5815706060122863,True,10.0,CG_87,CG_87.+,-842.3515760414882,842.3515760414882,0.866857094957286,0.08314290504271393,207321777,207321778,206587073,206587074,0.866857094957286
177,chr1,206587074,206587075,.,483.56400469464734,-,m:590,710,m:4,487,m:83.10,m:0.82,0.8309859,0.008213553,0.0,0.82,2.112736417019452,1.997417246136033,2.2280555879028703,True,10.0,CG_87,CG_87.-,-482.74400469464734,482.74400469464734,0.4972226313309735,0.32277736866902645,207321778,207321779,206587074,206587075,0.4972226313309735
178,chr1,206587077,206587078,.,600.8598170191913,+,m:891,1039,m:9,532,m:85.76,m:1.69,0.8575553,0.016917294,0.0,0.84,2.106706635066909,2.002217148876159,2.2111961212576587,True,10.0,CG_88,CG_88.+,-600.0198170191912,600.0198170191912,0.6177454182944546,0.22225458170554535,207321781,207321782,206587077,206587078,0.6177454182944546
179,chr1,206587078,206587079,.,428.0931586195448,-,m:628,783,m:6,444,m:80.20,m:1.35,0.80204344,0.013513514,0.0,0.79,1.9863937487562808,1.8699548722702213,2.10283262524234,True,10.0,CG_88,CG_88.-,-427.3031586195448,427.3031586195448,0.44022570337845945,0.3497742966215406,207321782,207321783,206587078,206587079,0.44022570337845945
180,chr1,206587081,206587082,.,818.5022028386529,+,m:1093,1168,m:4,547,m:93.58,m:0.73,0.9357877,0.0073126145,0.0,0.93,2.457966038348564,2.3564195127523457,2.5595125639447827,True,10.0,CG_89,CG_89.+,-817.572202838653,817.572202838653,0.8413754557229434,0.08862454427705668,207321785,207321786,206587081,206587082,0.8413754557229434
181,chr1,206587082,206587083,.,362.2762295416869,-,m:702,777,m:28,325,m:90.35,m:8.62,0.9034749,0.08615384,0.0,0.81,1.913952370947505,1.784477138796181,2.043427603098829,True,10.0,CG_89,CG_89.-,-361.4662295416869,361.4662295416869,0.3725980569634871,0.437401943036513,207321786,207321787,206587082,206587083,0.3725980569634871
182,chr1,206587087,206587088,.,159.29910782238312,+,m:410,976,m:13,499,m:42.01,m:2.61,0.42008197,0.026052104,1.23484e-11,0.39,1.0860401194121518,0.9781780074693086,1.1939022313549952,True,9.94943310816803,CG_90,CG_90.+,-158.90910782238313,158.90910782238313,0.1640367459104639,0.2259632540895361,207321791,207321792,206587087,206587088,0.1640367459104639
183,chr1,206587088,206587089,.,141.1807439850504,-,m:258,754,m:1,476,m:34.22,m:0.21,0.34217507,0.0021008404,4.7867e-12,0.34,1.157952889870555,1.043213774430978,1.2726920053101318,True,9.979693836466407,CG_90,CG_90.-,-140.8407439850504,140.8407439850504,0.14541992011235516,0.19458007988764486,207321792,207321793,206587088,206587089,0.14541992011235516
184,chr1,206587089,206587090,.,198.1781000618735,+,m:423,994,m:6,541,m:42.56,m:1.11,0.42555332,0.011090573,2.08e-14,0.42,1.2103324099230517,1.1056170339966036,1.315047785849499,True,9.99990967614112,CG_91,CG_91.+,-197.7581000618735,197.7581000618735,0.20398535452804914,0.21601464547195084,207321793,207321794,206587089,206587090,0.20398535452804914
185,chr1,206587090,206587091,.,117.13960748032468,-,m:250,742,m:8,491,m:33.69,m:1.63,0.33692724,0.01629328,1.4249704e-09,0.32,0.982584410428982,0.8685628630167059,1.096605957841258,True,8.816738585983703,CG_91,CG_91.-,-116.81960748032469,116.81960748032469,0.12071737774620514,0.19928262225379487,207321794,207321795,206587090,206587091,0.12071737774620514
186,chr1,206587092,206587093,.,226.00915167503217,+,m:475,1047,m:4,538,m:45.37,m:0.74,0.45367718,0.007434944,2.8e-15,0.44,1.305350976102832,1.2013833217985697,1.4093186304070942,True,9.999987839924747,CG_92,CG_92.+,-225.56915167503217,225.56915167503217,0.2325820779580509,0.20741792204194912,207321796,207321797,206587092,206587093,0.2325820779580509
187,chr1,206587093,206587094,.,138.52009227902772,-,m:325,836,m:9,468,m:38.88,m:1.92,0.38875598,0.01923077,1.83602e-11,0.37,1.0681837575042303,0.955032125701589,1.1813353893068717,True,9.926794309658558,CG_92,CG_92.-,-138.15009227902772,138.15009227902772,0.1426860700933814,0.22731392990661858,207321797,207321798,206587093,206587094,0.1426860700933814
188,chr1,206587105,206587106,.,24.279984267652708,+,m:133,1146,m:12,529,m:11.61,m:2.27,0.116055846,0.02268431,0.0240958979800822,0.0999999999999999,0.3928813718516173,0.2898580967683424,0.4959046469348922,True,1.6180568824378723,CG_93,CG_93.+,-24.179984267652706,24.179984267652706,0.02530305421516675,0.07469694578483314,207321809,207321810,206587105,206587106,0.02530305421516675
189,chr1,206587106,206587107,.,8.658830088814511,-,m:88,579,m:18,304,m:15.20,m:5.92,0.15198618,0.059210528,0.0416845462835644,0.09,0.3093466568496499,0.1705265516626415,0.4481667620366584,True,1.3800249201879804,CG_93,CG_93.-,-8.568830088814511,8.568830088814511,0.009252139865295652,0.08074786013470435,207321810,207321811,206587106,206587107,0.009252139865295652
190,chr1,206587118,206587119,.,53.76173387538029,+,m:309,985,m:36,454,m:31.37,m:7.93,0.3137056,0.07929515,9.48317291475e-05,0.2299999999999999,0.6180894359932817,0.5069079571635118,0.7292709148230516,True,4.023045872545213,CG_94,CG_94.+,-53.53173387538029,53.53173387538029,0.05559588868952539,0.1744041113104745,207321822,207321823,206587118,206587119,0.05559588868952539
191,chr1,206587119,206587120,.,45.1114074381012,-,m:163,575,m:14,324,m:28.35,m:4.32,0.28347826,0.043209877,1.20296513216e-05,0.24,0.7041363032557509,0.5679850919725176,0.8402875145389843,True,4.919743350280535,CG_94,CG_94.-,-44.8714074381012,44.8714074381012,0.04670757946770843,0.19329242053229156,207321823,207321824,206587119,206587120,0.04670757946770843
192,chr1,206587149,206587150,.,24.98377813945353,+,m:128,1118,m:11,529,m:11.45,m:2.08,0.11449016,0.02079395,0.0700955798571154,0.09,0.4009443677147782,0.2975144562783838,0.5043742791511726,False,1.1543093666375603,CG_95,CG_95.+,-24.89377813945353,24.89377813945353,0.026026210457459172,0.06397378954254082,207321853,207321854,206587149,206587150,0.026026210457459172
193,chr1,206587150,206587151,.,28.754610058237176,-,m:87,818,m:4,477,m:10.64,m:0.84,0.10635697,0.008385744,0.0447244624174794,0.1,0.4809969738731595,0.3680831451487111,0.593910802597608,True,1.3494548699242657,CG_95,CG_95.-,-28.654610058237175,28.654610058237175,0.029900783325970345,0.07009921667402966,207321854,207321855,206587150,206587151,0.029900783325970345
194,chr1,206587153,206587154,.,46.37633206005648,+,m:201,1123,m:13,516,m:17.90,m:2.52,0.17898487,0.0251938,0.000733595414988,0.15,0.5548534512651435,0.4506162267989029,0.6590906757313841,True,3.1345433324933203,CG_96,CG_96.+,-46.22633206005648,46.22633206005648,0.04800730396524598,0.10199269603475401,207321857,207321858,206587153,206587154,0.04800730396524598
195,chr1,206587154,206587155,.,68.10572972594673,-,m:191,790,m:7,431,m:24.18,m:1.62,0.24177215,0.016241299,2.9434657132e-06,0.22,0.7725118353173535,0.6551427439944907,0.8898809266402162,True,5.531126264400278,CG_96,CG_96.-,-67.88572972594673,67.88572972594673,0.07033450826888042,0.1496654917311196,207321858,207321859,206587154,206587155,0.07033450826888042
196,chr1,206587174,206587175,.,84.0099976619731,+,m:374,865,m:42,432,m:43.24,m:9.72,0.43236995,0.097222224,3.793071314e-07,0.3299999999999999,0.8009365049791798,0.6854667745519479,0.9164062354064116,True,6.420894510298803,CG_97,CG_97.+,-83.6799976619731,83.6799976619731,0.08667632523810175,0.24332367476189815,207321878,207321879,206587174,206587175,0.08667632523810175
197,chr1,206587175,206587176,.,66.32330673007073,-,m:162,685,m:7,449,m:23.65,m:1.56,0.23649634,0.0155902,2.9434657132e-06,0.22,0.7653460995092278,0.6463353577451573,0.8843568412732984,True,5.531126264400278,CG_97,CG_97.-,-66.10330673007073,66.10330673007073,0.06850304828106446,0.15149695171893554,207321879,207321880,206587175,206587176,0.06850304828106446
198,chr1,206587177,206587178,.,110.3732540675528,+,m:322,1023,m:11,504,m:31.48,m:2.18,0.3147605,0.021825397,1.61164028e-08,0.29,0.8947177707748842,0.7880545914865971,1.0013809500631714,True,7.79004547671979,CG_98,CG_98.+,-110.0832540675528,110.0832540675528,0.11376487232656803,0.17623512767343197,207321881,207321882,206587177,206587178,0.11376487232656803
199,chr1,206587178,206587179,.,77.57176361193297,-,m:181,707,m:7,467,m:25.60,m:1.50,0.2560113,0.014989293,7.64738642e-08,0.25,0.8155478973306505,0.6986749510841086,0.9324208435771923,True,7.11591943624951,CG_98,CG_98.-,-77.32176361193297,77.32176361193297,0.08006096621158301,0.169939033788417,207321882,207321883,206587178,206587179,0.08006096621158301
200,chr1,206587181,206587182,.,203.0107837016085,+,m:414,915,m:4,494,m:45.25,m:0.81,0.452459,0.008097166,2.8e-15,0.44,1.2953582174195937,1.1859299391658136,1.4047864956733738,True,9.999987839924747,CG_99,CG_99.+,-202.5707837016085,202.5707837016085,0.20895099216873586,0.23104900783126414,207321885,207321886,206587181,206587182,0.20895099216873586
201,chr1,206587182,206587183,.,169.73865068497844,-,m:406,683,m:21,372,m:59.44,m:5.65,0.5944363,0.05645161,2e-16,0.53,1.281030875368363,1.1547340311241727,1.407327719612553,True,9.999999131411904,CG_99,CG_99.-,-169.20865068497844,169.20865068497844,0.17476349544644398,0.35523650455355604,207321886,207321887,206587182,206587183,0.17476349544644398
202,chr1,206587216,206587217,.,476.7616976726658,+,m:824,1078,m:8,521,m:76.44,m:1.54,0.7643785,0.015355086,0.0,0.74,1.8794617793153303,1.7748828765768527,1.984040682053808,True,10.0,CG_100,CG_100.+,-476.02169767266577,476.02169767266577,0.49023318316719683,0.24976681683280316,207321920,207321921,206587216,206587217,0.49023318316719683
203,chr1,206587217,206587218,.,291.8804407342145,-,m:498,762,m:9,458,m:65.35,m:1.97,0.6535433,0.019650655,0.0,0.63,1.6016384915034276,1.485756011310786,1.717520971696069,True,10.0,CG_100,CG_100.-,-291.2504407342145,291.2504407342145,0.3002655798747557,0.3297344201252443,207321921,207321922,206587217,206587218,0.3002655798747557
204,chr1,206587230,206587231,.,740.3653072975999,+,m:1026,1104,m:5,505,m:92.93,m:0.99,0.9293478,0.00990099,0.0,0.92,2.4041780533333936,2.298885929150192,2.5094701775165955,True,10.0,CG_101,CG_101.+,-739.4453072975999,739.4453072975999,0.7610889030434189,0.15891109695658112,207321934,207321935,206587230,206587231,0.7610889030434189
205,chr1,206587231,206587232,.,630.644663022551,-,m:807,872,m:6,464,m:92.55,m:1.29,0.9254587,0.012931035,0.0,0.92,2.3606032611142838,2.247978446959656,2.473228075268911,True,10.0,CG_101,CG_101.-,-629.724663022551,629.724663022551,0.6483496877774144,0.2716503122225856,207321935,207321936,206587231,206587232,0.6483496877774144
206,chr1,206587241,206587242,.,400.27414779129685,+,m:764,1075,m:12,519,m:71.07,m:2.31,0.71069765,0.023121387,0.0,0.69,1.7004810233293155,1.5957188888233234,1.805243157835308,True,10.0,CG_102,CG_102.+,-399.58414779129686,399.58414779129686,0.4116413519924882,0.27835864800751176,207321945,207321946,206587241,206587242,0.4116413519924882
207,chr1,206587242,206587243,.,414.61776840663697,-,m:573,733,m:3,447,m:78.17,m:0.67,0.78171897,0.0067114094,0.0,0.77,2.005307392220898,1.8876868043230288,2.122927980118768,True,10.0,CG_102,CG_102.-,-413.847768406637,413.847768406637,0.42637958601336207,0.34362041398663795,207321946,207321947,206587242,206587243,0.42637958601336207
208,chr1,206587244,206587245,.,538.1840340376216,+,m:820,1073,m:1,560,m:76.42,m:0.18,0.7642125,0.0017857143,0.0,0.76,2.0430000263919847,1.9408243999882429,2.145175652795727,True,10.0,CG_103,CG_103.+,-537.4240340376216,537.4240340376216,0.5533453353728542,0.20665466462714577,207321948,207321949,206587244,206587245,0.5533453353728542
209,chr1,206587245,206587246,.,414.95959949816233,-,m:643,848,m:7,481,m:75.83,m:1.46,0.7582547,0.014553014,0.0,0.75,1.8717049749325851,1.7598281539693548,1.983581795895816,True,10.0,CG_103,CG_103.-,-414.20959949816233,414.20959949816233,0.4267308213644368,0.3232691786355632,207321949,207321950,206587245,206587246,0.4267308213644368
210,chr1,206587270,206587271,.,85.03745432278197,+,m:256,706,m:17,400,m:36.26,m:4.25,0.36260623,0.0425,1.69688892e-08,0.32,0.8771391837452582,0.7544819097888467,0.9997964577016698,True,7.767794740748612,CG_104,CG_104.+,-84.71745432278198,84.71745432278198,0.08773204869310666,0.23226795130689334,207321974,207321975,206587270,206587271,0.08773204869310666
211,chr1,206587271,206587272,.,77.07106517283728,-,m:162,593,m:5,413,m:27.32,m:1.21,0.2731872,0.012106538,3.36088521e-08,0.26,0.8794610112252398,0.7538450838669878,1.0050769385834917,True,7.472256036417739,CG_104,CG_104.-,-76.81106517283727,76.81106517283727,0.07954649284623296,0.18045350715376707,207321975,207321976,206587271,206587272,0.07954649284623296
212,chr1,206587272,206587273,.,164.55575030024102,+,m:384,863,m:13,487,m:44.50,m:2.67,0.44495943,0.026694044,1.8686e-12,0.41,1.1322538699519435,1.021171510252696,1.243336229651191,True,9.991959662394242,CG_105,CG_105.+,-164.14575030024102,164.14575030024102,0.16943800609995052,0.24056199390004945,207321976,207321977,206587272,206587273,0.16943800609995052
213,chr1,206587273,206587274,.,70.87156326758259,-,m:155,630,m:5,431,m:24.60,m:1.16,0.24603175,0.011600928,1.73249757e-07,0.24,0.8221748545421779,0.6996577080709533,0.9446920010134024,True,6.76107676279693,CG_105,CG_105.-,-70.63156326758259,70.63156326758259,0.07317643382537599,0.16682356617462402,207321977,207321978,206587273,206587274,0.07317643382537599
214,chr1,206587276,206587277,.,112.66172338230352,+,m:306,1075,m:7,532,m:28.47,m:1.32,0.28465116,0.013157895,1.4692523e-08,0.27,0.8956087951690209,0.7917134761084116,0.9995041142296304,True,7.829957746792183,CG_106,CG_106.+,-112.39172338230352,112.39172338230352,0.11611630068729265,0.15388369931270737,207321980,207321981,206587276,206587277,0.11611630068729265
215,chr1,206587277,206587278,.,77.03716876848875,-,m:256,780,m:18,423,m:32.82,m:4.26,0.32820514,0.04255319,2.198497304e-07,0.29,0.8045076543537544,0.6861589740100296,0.9228563346974792,True,6.657676566016575,CG_106,CG_106.-,-76.74716876848875,76.74716876848875,0.07951166390358647,0.21048833609641351,207321981,207321982,206587277,206587278,0.07951166390358647
216,chr1,206587285,206587286,.,110.22429514640726,+,m:390,944,m:23,431,m:41.31,m:5.34,0.4131356,0.05336427,1.2943572e-09,0.36,0.9299562527763876,0.8160166219761945,1.0438958835765808,True,8.855625956426678,CG_107,CG_107.+,-109.86429514640726,109.86429514640726,0.11361181533362219,0.2463881846663778,207321989,207321990,206587285,206587286,0.11361181533362219
217,chr1,206587286,206587287,.,155.12586789379293,-,m:279,661,m:4,443,m:42.21,m:0.90,0.42208776,0.009029346,5.52e-14,0.41,1.224001346086628,1.1036557964195195,1.3443468957537366,True,9.999760335587283,CG_107,CG_107.-,-154.71586789379293,154.71586789379293,0.15974869421541016,0.2502513057845898,207321990,207321991,206587286,206587287,0.15974869421541016
218,chr1,206587288,206587289,.,97.61916825169784,+,m:285,1020,m:12,542,m:27.94,m:2.21,0.27941176,0.022140222,1.603646282e-07,0.26,0.8151861001374253,0.7110050150090567,0.919367185265794,True,6.794620685817095,CG_108,CG_108.+,-97.35916825169784,97.35916825169784,0.10065990346847184,0.15934009653152817,207321992,207321993,206587288,206587289,0.10065990346847184
219,chr1,206587289,206587290,.,79.8746453079657,-,m:170,761,m:3,490,m:22.34,m:0.61,0.22339028,0.006122449,1.9845108006e-06,0.21,0.8279200337899719,0.7143963755808656,0.9414436919990784,True,5.7023246494673865,CG_108,CG_108.-,-79.6646453079657,79.6646453079657,0.08242720345869892,0.12757279654130108,207321993,207321994,206587289,206587290,0.08242720345869892
220,chr1,206587310,206587311,.,160.8151625924852,+,m:427,1112,m:10,530,m:38.40,m:1.89,0.3839928,0.018867925,4.51888e-11,0.36,1.0610557739007391,0.9576024761769402,1.164509071624538,True,9.838066884226855,CG_109,CG_109.+,-160.45516259248518,160.45516259248518,0.165594509503732,0.19440549049626799,207322014,207322015,206587310,206587311,0.165594509503732
221,chr1,206587311,206587312,.,286.2497192382989,-,m:414,693,m:1,477,m:59.74,m:0.21,0.5974026,0.002096436,0.0,0.6,1.6752493780056423,1.558644903772415,1.7918538522388696,True,10.0,CG_109,CG_109.-,-285.64971923829887,285.64971923829887,0.2944799492213336,0.3055200507786664,207322015,207322016,206587311,206587312,0.2944799492213336
222,chr1,206587313,206587314,.,206.33026313282696,+,m:460,1022,m:8,534,m:45.01,m:1.50,0.45009786,0.014981274,2.8e-15,0.44,1.2254141979058628,1.12075996206573,1.3300684337459956,True,9.999987839924747,CG_110,CG_110.+,-205.89026313282696,205.89026313282696,0.2123617952007439,0.2276382047992561,207322017,207322018,206587313,206587314,0.2123617952007439
223,chr1,206587314,206587315,.,311.46601889460953,-,m:531,852,m:4,484,m:62.32,m:0.83,0.62323946,0.008264462,0.0,0.61,1.63777216664419,1.5262120802591093,1.7493322530292708,True,10.0,CG_110,CG_110.-,-310.8560188946095,310.8560188946095,0.320389985148924,0.289610014851076,207322018,207322019,206587314,206587315,0.320389985148924
224,chr1,206587344,206587345,.,315.6058979539976,+,m:866,1022,m:61,405,m:84.74,m:15.06,0.8473581,0.15061729,0.0,0.7,1.541695497368957,1.4266135723014002,1.6567774224365135,True,10.0,CG_111,CG_111.+,-314.9058979539976,314.9058979539976,0.3246437581698113,0.3753562418301887,207322048,207322049,206587344,206587345,0.3246437581698113
